city,three_year_pct_growth,employee_growth,num_employees,industry,rank,revenue_2007,founded,state,link,revenue_2010,industry_rank,blurb,company_name
Murrieta,61,5,12,Education,3214,4100000.0,2002,CA,http://www.KnowledgeUnited.com,6500000.0,49,"Provides training on IBM, Oracle, Red Hat, VMware, Cisco, Microsoft, Sybase, Symantec HP, F5 for IT training and business process training on Agile, Scrum, ITIL and testing for corporate and government organizations.",Knowledge United
Cedar Rapids,60,11,21,Logistics & Transportation,3226,11000000.0,2005,IA,http://www.HybridTrans.com,17700000.0,76,"Provides freight, shipping, and transportation services over ground, rail, and sea to clients in aviation, food, recycling, manufacturing, and agriculture.",Hybrid Transit Systems
Buffalo,61,9,24,Media,3211,7100000.0,1992,NY,http://www.AEPbooks.com,11400000.0,46,"Sells educational books, DVDs, and CDs, mostly in bulk, to academic, corporate, and government institutions. The company specializes in rare and out-of-print materials.",Advanced Educational Products
Orlando,60,1321,2426,Education,3223,8600000.0,2001,FL,http://www.APlusTutorU.com,13800000.0,50,"Operates four businesses devoted to ""making families stronger"" through several different educational products and strategies, including A+ Tutor U.",A+ Tutor U
Kansas City,61,25,86,Engineering,3210,32400000.0,1954,MO,http://www.CogentCompanies.com,52000000.0,51,Provides creatively engineered fluid pumping and wastewater processing services.,Cogent
Washington,61,11,105,Government Services,3209,4700000.0,1997,DC,http://www.ParkerTide.com,7500000.0,247,"Provides recruitment, staff augmentation, and strategic services to the federal government as well as private companies.",Parker Tide
San Francisco,61,50,49,IT Services,3208,52400000.0,2004,CA,http://www.beardatasolutions.com,84200000.0,417,"Specializes in designing, implementing, and supporting IT infrastructure for a variety of markets including health care, education, and state and local government.",BEAR Data Solutions
Princeton,61,10,75,Human Resources,3207,6700000.0,2001,NJ,http://www.TalonPro.com,10700000.0,89,"Provides staffing to technology and clinical firms. The firm also has an executive search division, and a division that provides ""Human Capital Management,"" which helps clients align corporate culture with individual and group performance.",Talon Professional Services
Victor,61,60,75,Telecommunications,3205,12000000.0,1996,NY,http://www.InfoDirections.com,19300000.0,108,Provides telecommunications operations and billing software for the convergent communications market.,Info Directions
Memphis,61,12,25,Logistics & Transportation,3204,15000000.0,1983,TN,http://www.pathmarktrans.com,24100000.0,75,Provides regional and national transportation services ranging from small packages to truckloads. It also offers warehousing services.,Pathmark Transportation
Seattle,61,19,15,Education,3203,2600000.0,2003,WA,http://www.LearnLive.com,4100000.0,48,"Provides accredited e-learning services, such as webcasts and online courses, to accounting firms, law firms, and financial organizations. The company's learning platform is focused on meeting the specific professional development, career planning, and compliance tracking needs of professional services firms.",LearnLive Technologies
Bellevue,61,2,18,Business Products & Services,3202,3100000.0,1995,WA,http://www.ulsonline.net,5000000.0,291,"Provides on-site & telephonic interpretation, translation, localization and language referral services.  Over 175 languages are available.",Universal Language Service
Boulder,61,9,20,Manufacturing,3201,2500000.0,1987,CO,http://www.Radiometrics.com,4000000.0,111,"Creates microwave profilers that detect three-dimensional atmospheric temperature, humidity, and liquid structures that determine local weather. Meteorologists optimize local weather prediction using continuous forecast indices generated from this profiler data. The profilers have been used during the 2010 Winter Olympics (Vancouver) and the 2008 Olympics (Beijing). U.S., Asian and European national agencies also use microwave profiler networks to improve local weather prediction applications, counting for aviation, air quality, wind energy, outdoor events and cloud seeding.",Radiometrics
Littleton,63,,85,Government Services,3154,10300000.0,1989,CO,http://www.ISYStechnologies.com,16800000.0,245,Provides IT and engineering services with a focus on government contracts. The company primarily works as a subcontractor to larger entities.,ISYS Technologies
Chicago,63,38,30,IT Services,3152,26700000.0,2002,IL,http://www.NexumInc.com,43400000.0,404,Builds and secures global networks for organizations across multiple verticals around the world.,Nexum
Starkville,63,22,41,IT Services,3150,9100000.0,1992,MS,http://www.SynergeticsDCS.com,14800000.0,403,"Offers network services, cabling, application and Web development, training, and hardware and software.",Synergetics DCS
New York,61,,80,Consumer Products & Services,3213,15300000.0,1990,NY,http://www.modo.com,24500000.0,167,"Designs, manufactures and distributes eyewear frames and sunglasses. It creates eyewear for the individual with style, quality and value, and its latest brand, ECO, is the first eyewear collection manufactured using a minimum of 95% recycled content.",Modo
Blue Bell,63,5,36,Health,3151,11100000.0,2000,PA,http://www.MetaPharm.net,18000000.0,279,"Provides data management, patient assistance programs, direct marketing, fulfillment, and market research services to pharmaceutical marketing, sales, and information management teams.",Meta Pharmaceutical Services
Santa Monica,61,2,9,Engineering,3212,1600000.0,2006,CA,http://www.OurVillageInTheSky.com,2600000.0,52,Provides technical publishing software and services for the aerospace industry.,OmegaBlue
Sharon,63,261,781,Food & Beverage,3148,17800000.0,1974,PA,http://www.QuakerSteakAndLube.com,29100000.0,88,"Offers a franchises of auto-themed restaurants featuring steak, burgers, and wings. Operates in over 40 locations in the United States and Canada.",Quaker Steak & Lube
Lexington,63,1,5,Business Products & Services,3147,2100000.0,2003,KY,http://www.neutechpackaging.com,3400000.0,285,"Distributes packaging equipment, materials, safety and janitorial supplies.",Neutech Packaging Systems
Carrollton,63,4,18,Advertising & Marketing,3145,2100000.0,2003,TX,http://www.LaunchAgency.com,3400000.0,281,"Helps companies launch fast-growth new brands and re-launch mature brands through business strategy, market insight and award-winning creative ideas.",Launch
Mountain Lakes,61,,4600,Food & Beverage,3206,1500000000.0,1998,NJ,http://www.PinnacleFoodsCorp.com,2400000000.0,91,"Produces and distributes many dry and frozen food brands, including Hungry-Man, Vlasic, and Duncan Hines. The company has grown by buying well-known brands and then expanding them by adding new products. It increased its frozen food offerings significantly with the 2009 purchase of Birds Eye Foods.",Pinnacle Foods
Alexandria,63,58,343,Government Services,3143,44900000.0,1985,VA,http://www.sentel.com,73200000.0,244,"Provides engineering and IT products and services to the Departments of Defense and Treasury, NASA, FAA, and other government agencies.",Sentel
New York,63,14,31,IT Services,3141,3000000.0,2004,NY,http://www.precisionit.com,4800000.0,402,Provides IT outsourcing and project consulting services to small and enterprise-level businesses.,Precision IT Group
Naples,63,200,1000,Health,3140,610900000.0,1981,FL,http://www.Arthrex.com,996900000.0,276,Develops sports medicine products and educational services for orthopaedic surgeons.,Arthrex
Fall River,63,41,170,Food & Beverage,3139,61900000.0,1946,MA,http://www.BlountFineFoods.com,101000000.0,87,"Provides premium-quality foods for food service, retail and club store customers.",Blount Fine Foods
Aurora,63,62,92,Health,3149,59500000.0,2001,OH,http://www.partssource.com,96900000.0,278,Sells replacement medical parts for hospital equipment.,PartsSource
Harrisburg,63,64,165,Education,3146,4800000.0,1973,PA,http://www.U-GRO.com,7900000.0,47,Manages child care and preschool education centers in central Pennsylvania.,U-GRO Learning Centres
Tucson,63,10,35,Health,3136,6300000.0,2001,AZ,http://www.SynCardia.com,10200000.0,275,"Manufactures the only total artificial heart approved by the FDA, Health Canada, and CE (Europe's product certification organization). Originally used as a permanent replacement heart, the SynCardia Total Artificial Heart is now approved as a bridge to human heart transplant for people dying from end-stage biventricular failure. The product has been used in more than 900 transplants to date.",SynCardia Systems
Columbia,63,13,55,Security,3144,9700000.0,1973,SC,http://www.electricguarddog.com,15800000.0,47,Provides perimeter electric security fencing for industries such as freight and equipment rental.,Electric Guard Dog
Allison Park,63,14,18,Health,3142,6300000.0,1990,PA,http://www.FrameWorkLTC.com,10300000.0,277,"Provides pharmacy management software for pharmacies servicing long-term care and institutional facilities such as assisted living centers, mental health, and correctional facilities.",SoftWriters
Tampa,63,64,134,Retail,3135,11300000.0,2001,FL,http://www.t-cellular.com,18500000.0,146,Services the southeastern United States with Sprint service plans and mobile devices.,T-Cellular
Litchfield,63,32,73,Manufacturing,3138,5200000.0,2004,MI,http://www.NEXsolutions.com,8500000.0,108,"Provides custom steel components and assemblies using flexible manufacturing to consistently exceed customers' always tightening requirements. From engineering support to fabrication and weld and assembly to powder coat finishing, Nex Solutions shortens delivery times and reduces costs by providing all services in-house.",Nex Solutions
